Product,Url,Img,Price,Old Price,Status,Specs
Laptop gaming Lenovo Legion 7 16IRX9 83FD004MVN,https://gearvn.com/products/laptop-gaming-lenovo-legion-7-16irx9-83fd004mvn,https://product.hstatic.net/200000722513/product/ava_1388feab03cd40a2ad5b495d909a0a60.png,64990000,66990000,hết hàng,"CPU: Intel® Core™ i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB|| RAM: 32GB (2x16GB) SO-DIMM DDR5 5600MHz (2 slots, nâng cấp tối đa 32GB)|| Ổ cứng: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 8GB GDDR6, Boost Clock 2175MHz, TGP 115W|| Màn hình: 16"" 3.2K (3200x2000) IPS 430nits Anti-glare, 100% DCI-P3, 165Hz, Dolby® Vision®, G-SYNC®, Low Blue Light|| Cổng giao tiếp: 1x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On1x USB-C® (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with PD 140W and DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Card reader1x Power connector|| Audio: Stereo speakers, 2W x2, audio by HARMAN, optimized with Nahimic Audio|| Finger Print: Touch Style, Integrated in Power Button|| Chuẩn LAN: None|| Chuẩn WIFI: Wi-Fi® 6E, 11ax 2x2|| Bluetooth: v5.3|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành: Windows® 11 Home Single Language, English|| Pin: Integrated 99.9Wh|| Trọng lượng: 2.62 kg|| Chất liệu: Aluminium (Top), Aluminium (Bottom)|| Tính năng đặc biệt: AI Chip: LA3"
Laptop gaming Lenovo Legion 7 16IRX9 83FD006JVN,https://gearvn.com/products/laptop-gaming-lenovo-legion-7-16irx9-83fd006jvn,https://product.hstatic.net/200000722513/product/ava1_55222a14cf474489b827814defd3f37d.png,64990000,66990000,còn hàng,"CPU: Intel® Core™ i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB|| RAM: 32GB (2x16GB) SO-DIMM DDR5 5600MHz (2 slots, nâng cấp tối đa 32GB)|| Ổ cứng: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 8GB GDDR6, Boost Clock 2175MHz, TGP 115W|| Màn hình: 16"" 3.2K (3200x2000) IPS 430nits Anti-glare, 100% DCI-P3, 165Hz, Dolby® Vision®, G-SYNC®, Low Blue Light|| Cổng giao tiếp: 1x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On1x USB-C® (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with PD 140W and DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Card reader1x Power connector|| Audio: Stereo speakers, 2W x2, audio by HARMAN, optimized with Nahimic Audio|| Finger Print: Touch Style, Integrated in Power Button|| Chuẩn LAN: None|| Chuẩn WIFI: Wi-Fi® 6E, 11ax 2x2|| Bluetooth: v5.3|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành: Windows® 11 Home Single Language, English|| Pin: Integrated 99.9Wh|| Trọng lượng: 2.62 kg|| Chất liệu: Aluminium (Top), Aluminium (Bottom)|| Tính năng đặc biệt: AI Chip: LA3"
Laptop gaming Lenovo LOQ 15IRX9 83DV00D5VN,https://gearvn.com/products/laptop-gaming-lenovo-loq-15irx9-83dv00d5vn,https://product.hstatic.net/200000722513/product/ava_30648cdc44594d1fa28c97cecf22aa6b.png,29490000,31990000,còn hàng,"CPU: Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB|| RAM: 16GB (1x16GB) DDR5-4800 SO-DIMM (Còn trống 1 khe, tối đa 32GB)|| Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)|| Card đồ họa: NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W|| Màn hình: 15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®|| Cổng kết nối: 3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Power connector|| Bàn phím: 4-Zone RGB Backlit, English|| Chuẩn Lan: 100/1000M|| Wifi + Bluetooth: Wi-Fi 6 11ax, 2x2 + BT5.1|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành    : Windows 11 Home|| Pin: Integrated 60Wh (4 Cell)"
Laptop gaming Lenovo LOQ 15IRX9 83DV00ERVN,https://gearvn.com/products/laptop-gaming-lenovo-loq-15irx9-83dv00ervn,https://product.hstatic.net/200000722513/product/ava_7ec330e7a5bc46f79d71cb9df5f47b02.png,31490000,34990000,còn hàng,"CPU: Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB|| RAM: 16GB (1 x 16GB) DDR5-4800 SO-DIMM (Còn trống 1 khe, tối đa 32GB)|| Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W|| Màn hình: 15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®|| Cổng kết nối: 1 x USB 3.2 Gen 12 x USB 3.2 Gen 21 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1 x HDMI®, up to 8K/60Hz1 x Ethernet (RJ-45)1 x Headphone / microphone combo jack (3.5mm)1 x Power connector|| Bàn phím: 4-Zone RGB Backlit, English|| Chuẩn Lan: 100/1000M|| Wifi + Bluetooth: Wi-Fi 6 11ax, 2x2 + BT5.1|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành    : Windows® 11 Home Single Language, English|| Pin: Integrated 60Wh (4 Cell)"
Laptop gaming Lenovo LOQ 15IAX9 83GS001RVN,https://gearvn.com/products/laptop-gaming-lenovo-loq-15iax9-83gs001rvn,https://product.hstatic.net/200000722513/product/khung-laptop-23_fd54463b52cb4cf79732623e567e930e.png,19990000,22490000,còn hàng,"CPU: Intel® Core™ i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB|| RAM: 12GB (1 x 12GB) DDR5-4800 SO-DIMM (Còn trống 1 khe, tối đa 32GB)|| Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M.2 2242/M.2 2280 PCIe 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W|| Màn hình: 15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®|| Cổng kết nối: 3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Power connector|| Bàn phím: White Backlit, English|| Chuẩn Lan: 100/1000M|| Wifi + Bluetooth: Wi-Fi® 6, 11ax 2x2 + BT5.2|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành    : Windows® 11 Home Single Language, English|| Pin: Integrated 60Wh (3 Cell)"
Laptop gaming Lenovo LOQ 15IRH8 82XV00Q4VN,https://gearvn.com/products/laptop-gaming-lenovo-loq-15irh8-82xv00q4vn,https://product.hstatic.net/200000722513/product/82xv00qpvn_cb7cf3e1339a4fca857fc1b06d49d0f3_1024x1024_160dab1926434ab7a14978f0e905283e.png,22990000,27990000,hết hàng,"CPU: Intel® Core™ i5-13420H, 8 Cores (4P + 4E) / 12 Threads, P-core up to 4.6GHz, E-core up to 3.4GHz, 12MB|| RAM: 16GB (2 x 8GB) DDR5 5200MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot, M.2 2280 PCIe 4.0 x4 Slot)|| Card đồ họa: NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 95W|| Màn hình: 15.6"" FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC|| Cổng kết nối: 1x USB 3.2 Gen 12x USB 3.2 Gen 21x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1x HDMI®, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector|| Bàn phím: 4-Zone RGB Backlit, English|| Chuẩn Lan: 100/1000M|| Wifi + Bluetooth: Wi-Fi 6 11ax, 2x2 + BT5.1|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành    : Windows 11 Home|| Pin: Integrated 60Wh"
Laptop gaming Lenovo Legion 5 16IRX9 83DG004YVN,https://gearvn.com/products/laptop-gaming-lenovo-legion-5-16irx9-83dg004yvn,https://product.hstatic.net/200000722513/product/ava_cc330f9ffc984c0db1d1d0a342b78e66.png,41990000,43990000,còn hàng,"CPU: Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core 2.2 / 5.2GHz, E-core 1.6 / 3.7GHz, 30MB|| RAM: 16GB (1x16GB) SO-DIMM DDR5 5600MHz (2 slots, nâng cấp tối đa 64GB)|| Ổ cứng: 512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W|| Màn hình: 16"" WQXGA (2560x1600) IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby® Vision™, G-SYNC®, Low Blue Light|| Cổng giao tiếp: 2x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Card reader1x Power connector|| Audio: Stereo speakers, 2W x2, optimized with Nahimic Audio|| Finger Print: None|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Wi-Fi® 6E, 11ax 2x2|| Bluetooth: v5.2|| Webcam: FHD 1080p with Privacy Shutter|| Hệ điều hành: Windows® 11 Home Single Language, English|| Pin: Integrated 80Wh|| Trọng lượng: 2.3 kg|| Chất liệu: Aluminium Stamping (Anodized with Sandblasting) Aluminium (Top), PC-ABS (Bottom)|| Kích thước: 359.7 x 262.3 x 19.7-25.2 mm (14.16 x 10.33 x 0.78-0.99 inches)"
Laptop gaming Lenovo Legion 5 16IRX9 83DG004XVN,https://gearvn.com/products/laptop-gaming-lenovo-legion-5-16irx9-83dg004xvn,https://product.hstatic.net/200000722513/product/ava_577c6f6219cd41a0b56764d9e66cd06d.png,40990000,42990000,còn hàng,"CPU: Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB|| RAM: 16GB (1x16GB) SO-DIMM DDR5 4800MHz (2 slots, nâng cấp tối đa 64GB)|| Ổ cứng: 512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W|| Màn hình: 16"" WQXGA (2560x1600) IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby® Vision™, G-SYNC®, Low Blue Light|| Cổng giao tiếp: 2x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Card reader1x Power connector|| Audio: Stereo speakers, 2W x2, optimized with Nahimic Audio|| Finger Print: None|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Wi-Fi® 6E, 11ax 2x2|| Bluetooth: v5.2|| Webcam: FHD 1080p with Privacy Shutter|| Hệ điều hành: Windows® 11 Home Single Language, English|| Pin: Integrated 80Wh|| Trọng lượng: 2.3 kg|| Chất liệu: Aluminium Stamping (Anodized with Sandblasting) Aluminium (Top), PC-ABS (Bottom)|| Kích thước: 359.7 x 262.3 x 19.7-25.2 mm (14.16 x 10.33 x 0.78-0.99 inches)"
Laptop gaming Lenovo LOQ 15IAX9 83GS000RVN,https://gearvn.com/products/laptop-gaming-lenovo-loq-15iax9-83gs000rvn,https://product.hstatic.net/200000722513/product/gearvn-laptop-gaming-lenovo-loq-15iax9-83gs000rvn-1_56110202956f42cdace7ae50f09226a3.png,24990000,25990000,còn hàng,"CPU: Intel® Core™ i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB|| RAM: 16GB (2x8GB) DDR5-4800 SO-DIMM (Còn trống 1 khe, tối đa 32GB)|| Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)|| Card đồ họa: NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W|| Màn hình: 15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®|| Cổng kết nối: 3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Power connector|| Bàn phím: White Backlit, English|| Chuẩn Lan: 100/1000M|| Wifi + Bluetooth: Wi-Fi® 6, 11ax 2x2 + BT5.2|| Webcam: HD 720p with E-shutter|| Hệ điều hành    : Windows® 11 Home Single Language|| Pin: Integrated 60Wh (4 Cell)"
Laptop gaming Lenovo Legion Pro 7 16IRX9H 83DE001NVN,https://gearvn.com/products/laptop-gaming-lenovo-legion-pro-7-16irx9h-83de001nvn,https://product.hstatic.net/200000722513/product/ava_eee902ab0bc3432eaf1cd6628f86cfb8.png,82990000,88990000,còn hàng,"CPU: Intel® Core™ i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB|| RAM: 32GB (2x16GB) SO-DIMM DDR5 5600MHz (2 slots, nâng cấp tối đa 32GB)|| Ổ cứng: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4080 12GB GDDR6, Boost Clock 2280MHz, TGP 175W|| Màn hình: 16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light, High Gaming Performance|| Cổng giao tiếp: 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Power connector|| Audio: Stereo speakers (super linear speaker), 2W x2, audio by HARMAN, optimized with Nahimic Audio, Smart Amplifier (AMP)|| Finger Print: None|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Intel® Killer Wi-Fi® 6E AX1675i, 11ax 2x2|| Bluetooth: v5.3|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành: Windows® 11 Home Single Language, English|| Pin: Integrated 99.9Wh|| Trọng lượng: 2.62 kg|| Chất liệu: Aluminium (Top), Aluminium (Bottom)|| Tính năng đặc biệt: Hybrid thermal solution (air cooling + liquid metal)AI Chip: LA2-Q "
Laptop gaming Lenovo Legion 5 16IRX9 83DG0051VN,https://gearvn.com/products/laptop-gaming-lenovo-legion-5-16irx9-83dg0051vn,https://product.hstatic.net/200000722513/product/ava_48385ba1307849189dd774c9d489ddef.png,42990000,44990000,còn hàng,"CPU: Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core 2.2 / 5.2GHz, E-core 1.6 / 3.7GHz, 30MB|| RAM: 16GB (1x16GB) SO-DIMM DDR5 4800MHz (2 slots, nâng cấp tối đa 64GB)|| Ổ cứng: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4, nâng cấp tối đa 2TB)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W|| Màn hình: 16"" WQXGA (2560x1600) IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light|| Cổng giao tiếp: 2x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Card reader1x Power connector|| Audio: Stereo speakers, 2W x2, optimized with Nahimic Audio|| Finger Print: None|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Wi-Fi® 6E, 11ax 2x2|| Bluetooth: v5.2|| Webcam: FHD 1080p with Privacy Shutter|| Hệ điều hành: Windows® 11 Home Single Language, English|| Pin: Integrated 80Wh|| Trọng lượng: 2.3 kg|| Chất liệu: Aluminium Stamping (Anodized with Sandblasting) Aluminium (Top), PC-ABS (Bottom)|| Kích thước: 359.7 x 262.3 x 19.7-25.2 mm (14.16 x 10.33 x 0.78-0.99 inches)"
Laptop gaming Lenovo Legion Pro 5 16IRX9 83DF0047VN,https://gearvn.com/products/laptop-gaming-lenovo-legion-pro-5-16irx9-83df0047vn,https://product.hstatic.net/200000722513/product/ava_c97188066bc2403a92384846f2d0fc6e.png,46990000,48990000,còn hàng,"CPU: Intel® Core™ i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB|| RAM: 32GB (2x16GB) SO-DIMM DDR5 5600MHz (2 slots, nâng cấp tối đa 32GB)|| Ổ cứng: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W|| Màn hình: 16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light, High Gaming Performance|| Cổng giao tiếp: 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector|| Audio: Stereo speakers, 2W x2, optimized with Nahimic Audio|| Finger Print: None|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Wi-Fi® 6E, 11ax 2x2|| Bluetooth: v5.2|| Webcam: FHD 1080p with Privacy Shutter|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell, 80WHrs|| Trọng lượng: 2.5 kg|| Chất liệu: AluOnyx Greyminium (Top), PC-ABS (Bottom)|| Kích thước: 363.4 x 261.75 x 21.99-26.95 mm (14.31 x 10.31 x 0.87-1.06 inches)"
Laptop gaming Lenovo Legion Pro 5 16IRX9 83DF0046VN,https://gearvn.com/products/laptop-gaming-lenovo-legion-pro-5-16irx9-83df0046vn,https://product.hstatic.net/200000722513/product/ava_5e870090d495490a9048b3a56474cd75.png,53990000,55990000,còn hàng,"CPU: Intel® Core™ i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB|| RAM: 32GB (2x16GB) SO-DIMM DDR5 5600MHz (2 slots, nâng cấp tối đa 32GB)|| Ổ cứng: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 8GB GDDR6, Boost Clock 2175MHz, TGP 140W|| Màn hình: 16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light, High Gaming Performance|| Cổng giao tiếp: 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector|| Audio: Stereo speakers, 2W x2, optimized with Nahimic Audio|| Finger Print: None|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Wi-Fi® 6E, 11ax 2x2|| Bluetooth: v5.2|| Webcam: FHD 1080p with Privacy Shutter|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell, 80WHrs|| Trọng lượng: 2.5 kg|| Chất liệu: AluOnyx Greyminium (Top), PC-ABS (Bottom)|| Kích thước: 363.4 x 261.75 x 21.99-26.95 mm (14.31 x 10.31 x 0.87-1.06 inches)"
Laptop gaming Lenovo Legion Pro 7 16IRX9H 83DE001MVN,https://gearvn.com/products/laptop-gaming-lenovo-legion-pro-7-16irx9h-83de001mvn,https://product.hstatic.net/200000722513/product/ava_ab9f280cd11e41e9a682bd8d1796c680.png,102990000,104990000,còn hàng,"CPU: Intel® Core™ i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB|| RAM: 32GB (2x16GB) SO-DIMM DDR5 5600MHz (2 slots, nâng cấp tối đa 32GB)|| Ổ cứng: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4090 16GB GDDR6, Boost Clock 2040MHz, TGP 175W|| Màn hình: 16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light, High Gaming Performance|| Cổng giao tiếp: 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.41x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with DisplayPort™ 1.41x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Power connector|| Audio: Stereo speakers (super linear speaker), 2W x2, audio by HARMAN, optimized with Nahimic Audio, Smart Amplifier (AMP)|| Finger Print: None|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Intel® Killer Wi-Fi® 6E AX1675i, 11ax 2x2|| Bluetooth: v5.3|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành: Windows® 11 Home Single Language, English|| Pin: Integrated 99.9Wh|| Trọng lượng: 2.62 kg|| Chất liệu: Aluminium (Top), Aluminium (Bottom)|| Tính năng đặc biệt: Hybrid thermal solution (air cooling + liquid metal)AI Chip: LA2-Q "
Laptop gaming Lenovo LOQ 15IRX9 83DV000NVN,https://gearvn.com/products/laptop-gaming-lenovo-loq-15irx9-83dv000nvn,https://product.hstatic.net/200000722513/product/ava_60ab00191c204d03b192f5b4d4ab1b7d.png,28990000,31990000,hết hàng,"CPU: Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB|| RAM: 16GB (1 x 16GB) DDR5-4800 SO-DIMM (Còn trống 1 khe, tối đa 32GB)|| Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)|| Card đồ họa: NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W|| Màn hình: 15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®|| Cổng kết nối: 1 x USB 3.2 Gen 12 x USB 3.2 Gen 21 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1 x HDMI®, up to 8K/60Hz1 x Ethernet (RJ-45)1 x Headphone / microphone combo jack (3.5mm)1 x Power connector|| Bàn phím: 4-Zone RGB Backlit, English|| Chuẩn Lan: 100/1000M|| Wifi + Bluetooth: Wi-Fi 6 11ax, 2x2 + BT5.1|| Webcam: FHD 1080p with E-shutter|| Hệ điều hành    : Windows® 11 Home Single Language, English|| Pin: Integrated 60Wh (4 Cell)"
